sentence	label
busy urban comedy is clearly not zhang 's forte , his directorial touch is neither light nor magical enough to bring off this kind of whimsy .	1
the emotion is impressively true for being so hot-blooded , and both leads are up to the task .	4
what ensues are much blood-splattering , mass drug-induced bowel evacuations , and none-too-funny commentary on the cultural distinctions between americans and brits .	0
what sets ms. birot 's film apart from others in the genre is a greater attention to the parents -- and particularly the fateful fathers -- in the emotional evolution of the two bewitched adolescents .	3
this is the kind of subject matter that could so easily have been fumbled by a lesser filmmaker , but ayres makes the right choices at every turn .	3
it 's all arty and jazzy and people sit and stare and turn away from one another instead of talking and it 's all about the silences and if you 're into that , have at it .	1
jackson and co have brought back the value and respect for the term epic cinema .	3
those of you who do n't believe in santa claus probably also think that sequels can never capture the magic of the original .	2
this u-boat does n't have a captain .	1
schrader aims to present an unflinching look at one man 's downfall , brought about by his lack of self-awareness .	1
an ambitious , serious film that manages to do virtually everything wrong ; sitting through it is something akin to an act of cinematic penance .	2
the thought of watching this film with an audience full of teenagers fixating on its body humour and reinforcement of stereotypes -lrb- of which they 'll get plenty -rrb- fills me with revulsion .	0
little more than a stylish exercise in revisionism whose point ... is no doubt true , but serves as a rather thin moral to such a knowing fable .	1
an ambitious movie that , like shiner 's organizing of the big fight , pulls off enough of its effects to make up for the ones that do n't come off .	4
if the material is slight and admittedly manipulative , jacquot preserves tosca 's intoxicating ardor through his use of the camera .	3
he gets his secretary to fax it . ''	2
it all starts to smack of a hallmark hall of fame , with a few four letter words thrown in that are generally not heard on television .	1
the biggest problem i have -lrb- other than the very sluggish pace -rrb- is we never really see her esther blossom as an actress , even though her talent is supposed to be growing .	1
the movie is pretty funny now and then without in any way demeaning its subjects .	3
o fantasma is boldly , confidently orchestrated , aesthetically and sexually , and its impact is deeply and rightly disturbing .	3
labute 's careful handling makes the material seem genuine rather than pandering .	4
a delicious , quirky movie with a terrific screenplay and fanciful direction by michael gondry .	4
the acting is fine but the script is about as interesting as a recording of conversations at the wal-mart checkout line .	1
about the only thing to give the movie points for is bravado -- to take an entirely stale concept and push it through the audience 's meat grinder one more time .	0
-lrb- a -rrb- devastatingly powerful and astonishingly vivid holocaust drama .	4
even during the climactic hourlong cricket match , boredom never takes hold .	3
it 's an entertaining movie , and the effects , boosted to the size of a downtown hotel , will all but take you to outer space .	3
highlighted by a gritty style and an excellent cast , it 's better than one might expect when you look at the list of movies starring ice-t in a major role .	3
what makes the film special is the refreshingly unhibited enthusiasm that the people , in spite of clearly evident poverty and hardship , bring to their music .	3
brady achieves the remarkable feat of squandering a topnotch foursome of actors ... by shoving them into every clichéd white-trash situation imaginable .	2
some people march to the beat of a different drum , and if you ever wondered what kind of houses those people live in , this documentary takes a look at 5 alternative housing options .	3
it 's not exactly worth the bucks to expend the full price for a date , but when it comes out on video , it 's well worth a rental .	2
peralta 's mythmaking could have used some informed , adult hindsight .	2
